ZaporednaStevilkaKD;MesecStoritve;UraStoritve;DanVTednu;PUStoritveKD;Povratnik;OpisKD;PoglavjeKD;GospodarskiKriminal;OrganiziranKriminal;MladoletniskaKriminaliteta;Poskus;KriminalisticnaOznacba1;KriminalisticnaOznacba2;KriminalisticnaOznacba3;UporabljenoSredstvo1;UporabljenoSredstvo2;UporabljenoSredstvo3;UporabljenoSredstvo4;UpravnaEnotaStoritve;OpisKraja;LetoZakljucnegaDokumenta;VrstaZakljucnegaDokumenta;ZaporednaStevilkaOsebeVKD;VrstaOsebe;StarostniRazred;Spol;Drzavljanstvo;Poskodba;VplivAlkohola;VplivMamil;OrganiziranaZdruzba;Skoda
014543;01.2020;07:00-07:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;Z VLOMOM- O;SKOZI VRATA;;361-TOBAÈNI IZDELKI IN PROIZVODI;048-DENAR;092-HRANA;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;014543001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
014593;01.2020;13:00-13:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;431-DELI VOZILA;;;;MURSKA SOBOTA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2020;OVADBA;014593001;OSTALO;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
014600;12.2019;09:00-09:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;270-PREDMETI IZ PLASTIKE;;;;MURSKA SOBOTA;PROSTOR ZA ZDRAVSTVENE STORITVE Z NEPOSRED. OKOLICO (DVORIŠÈE IPD.);2020;OVADBA;014600001;OSTALO;54-64;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
014695;12.2019;13:00-13:59;PONEDELJEK;PU MURSKA SOBOTA;DA;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;136-KOZMETIÈNA SREDSTVA IN PROIZVODI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;POROÈILO;014695001;OSTALO;24-34;MOŠKI;TUJE;;NE;NE;NE;BREZ
014721;12.2019;20:00-20:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;005-APARATI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;014721001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
014724;01.2020;15:00-15:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;078-GLASBENI INŠTRUMENTI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;014724001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
014725;12.2019;00:00-00:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ15/134A+/1// - ZALEZOVANJE;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PONAVLJAJOÈIM OPAZOVANJEM ALI ZASLEDOVANJEM;PREGON NA PREDLOG - O;;393-VOZILA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;014725001;OVADENI OSUMLJENEC;NAD 64;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
014799;11.2019;16:00-16:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;;;048-DENAR;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;014799001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;10.000 - 100.000 EUR
014932;01.2020;12:00-12:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;UNIÈENJE STVARI - O;PREGON NA PREDLOG - O;;188-NAPRAVE IN PRIPRAVE;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2020;OVADBA;014932001;ŽRTEV;NAD 64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
015105;01.2020;10:00-10:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;205-OBLAÈILA;;;;MURSKA SOBOTA;PROSTOR ZA ZDRAVSTVENE STORITVE Z NEPOSRED. OKOLICO (DVORIŠÈE IPD.);2020;OVADBA;015105001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
015134;08.2019;15:00-15:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/240*/1// - ZLORABA POLOŽAJA ALI ZAUPANJA PRI GOSPODARSKI DEJAVNOSTI;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;PRI DRUGEM FINANÈNEM POSLOVANJU - O;;;048-DENAR;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2020;POROÈILO;015134001;OSTALO;54-64;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
015196;01.2020;07:00-07:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;048-DENAR;;;;MURSKA SOBOTA;PROSTOR ZA DENARNO-FINANÈNE STORITVE;2020;OVADBA;015196001;ŽRTEV;NAD 64;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
015219;09.2019;23:00-23:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;301-RASTLINE;;;;MURSKA SOBOTA;NARAVNA POVRŠINA;2020;OVADBA;015219001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
015255;01.2020;09:00-09:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NEPLAÈILO(BLAGA, STORITVE, DOLGA...) - O;PREGON NA PREDLOG - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;015255001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
015395;01.2020;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NEPLAÈILO(BLAGA, STORITVE, DOLGA...) - O;;;048-DENAR;;;;MURSKA SOBOTA;PROSTOR DRUGIH USTANOV;2020;OVADBA;015395001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
015398;01.2020;09:00-09:59;TOREK;PU MURSKA SOBOTA;DA;KZ12/206*/1// - ROP;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;UPORABA SILE - O;;;048-DENAR;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;015398001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
015474;01.2020;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NEPLAÈILO(BLAGA, STORITVE, DOLGA...) - O;;;048-DENAR;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;015474001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
015479;01.2020;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NEPLAÈILO(BLAGA, STORITVE, DOLGA...) - O;;;048-DENAR;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;015479001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
015488;01.2020;06:00-06:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;182-NAFTA;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2020;OVADBA;015488001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;100 - 1.000 EUR
015560;01.2020;08:00-08:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;048-DENAR;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;015560001;ŽRTEV;54-64;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
015598;01.2020;08:00-08:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/208*/5/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NAKLJUÈNO PRIDOBLJENA STVAR - O;PREGON NA PREDLOG - O;;048-DENAR;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;015598001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
015647;02.2019;10:00-10:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;;;048-DENAR;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;015647001;ŽRTEV;24-34;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;10.000 - 100.000 EUR
015709;12.2019;00:00-00:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;GRDO RAVNANJE - O;PRETEPANJE - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;015709001;OVADENI OSUMLJENEC;24-34;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
015729;06.2019;00:00-00:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NEPLAÈILO(BLAGA, STORITVE, DOLGA...) - O;;;048-DENAR;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;015729001;OSTALO;24-34;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
015734;01.2020;08:00-08:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;PRETEPANJE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;015734001;OVADENI OSUMLJENEC;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
015757;01.2020;08:00-08:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/175*/1// - ZLORABA PROSTITUCIJE;KD ZOPER SPOLNO NEDOTAKLJIVOST;SPLOŠNA; ; ;NE;PRISILJENJE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;015757001;OVADENI OSUMLJENEC;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
015764;01.2020;11:00-11:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/221*/2// - NAPAD NA INFORMACIJSKI SISTEM;KD ZOPER PREMOŽENJE;GOSPODARSKA; ; ;NE;OVIRANJE DELOVANJA INFORMACIJSKEGA SISTEMA;;;064-ELEKTRONSKA POŠTA;;;;MURSKA SOBOTA;PROSTOR DRUGIH USTANOV;2020;OVADBA;015764001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
015811;01.2020;17:00-17:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;267-PREDMETI IZ KOVINE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;015811001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
015813;01.2020;08:00-08:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;124-KMETIJSKO ORODJE STROJI;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;015813001;ŽRTEV;54-64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
015824;01.2020;22:00-22:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/251*/3/S/ - PONAREJANJE LISTIN;KD ZOPER PRAVNI PROMET;SPLOŠNA; ; ;NE;UPORABA PREDRUGAÈENE PRAVE LISTINE - O;;;152-LISTINE;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2020;OVADBA;015824001;OSTALO;24-34;MOŠKI;TUJE;;NE;NE;NE;BREZ
015847;01.2020;08:00-08:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;431-DELI VOZILA;;;;MURSKA SOBOTA;KOMUNALNI PROSTOR;2020;OVADBA;015847001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
015851;01.2020;08:00-08:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NEPLAÈILO(BLAGA, STORITVE, DOLGA...) - O;PREGON NA PREDLOG - O;;048-DENAR;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;015851001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
015855;01.2020;08:00-08:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/228*/1// - POSLOVNA GOLJUFIJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;S CELOTNO NEIZPOLNITVIJO OBVEZNOSTI;;;048-DENAR;;;;MURSKA SOBOTA;UPRAVNO-ADMINISTRATIVNI PROSTOR PODJETJA ALI DRUGE ORGANIZACIJE;2020;POROÈILO;015855001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
015913;12.2019;07:00-07:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/219*/1// - POŠKODOVANJE ALI UNIÈENJE STVARI, KI SO POSEBNEGA KULTURNEGA POMENA ALI NARAVNE VREDNOTE;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NARAVNA ZNAMENITOST/VREDNOTA - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NARAVNA POVRŠINA;2020;OVADBA;015913001;OVADENI OSUMLJENEC;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
015925;12.2019;11:00-11:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;185-NAKIT;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2020;OVADBA;015925001;ŽRTEV;24-34;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
016096;01.2020;13:00-13:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;DA;Z VLOMOM- O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;016096001;ŽRTEV;NAD 64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
016101;01.2020;14:00-14:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/122*/2// - LAHKA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;PRIZADETA ZUNANJOST - O;ZARADI SPORA, PREPIRA;;219-ORODJE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;016101001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
016105;01.2020;14:00-14:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ15/135+/2// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;GROŽNJA Z NAPADOM NA ŽIVLJENJE - O;PREGON NA PREDLOG - O;;219-ORODJE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;016105001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
016123;01.2020;10:00-10:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;DA;SKOZI VRATA;Z VLOMOM- O;;219-ORODJE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;016123001;ŽRTEV;54-64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
016162;01.2020;01:00-01:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;182-NAFTA;;;;MURSKA SOBOTA;VOZILA;2020;OVADBA;016162001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;100 - 1.000 EUR
016174;01.2020;06:00-06:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;182-NAFTA;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2020;OVADBA;016174001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;100 - 1.000 EUR
016178;01.2020;12:00-12:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/190*/1// - ODVZEM MLADOLETNE OSEBE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;ONEMOGOÈANJE ODLOÈBE O DODELITVI - O;;;152-LISTINE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;016178001;ŽRTEV;00-07;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
016190;01.2020;12:00-12:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;IZ PRTLJAGE;;;048-DENAR;;;;MURSKA SOBOTA;PROSTOR ZA VERSKE OBREDE;2020;OVADBA;016190001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
016253;12.2019;15:00-15:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;207-OBUTEV;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;016253001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
016255;12.2019;16:00-16:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;207-OBUTEV;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;016255001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
016304;01.2020;00:00-00:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;DA;LAŽNIVO PRIKAZOVANJE NA INTERNETU;;;239-PLAÈILNE KARTICE;;;;MURSKA SOBOTA;OSTALO;2020;POROÈILO;;;;;;;;;;
016362;10.2019;02:00-02:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/122*/1// - LAHKA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;ZAÈASNA OKVARA/OSLABITEV DELA TELESA/ORGANA - O;PREGON NA PREDLOG - O;;337-SREDSTVA ZA VEZANJE IN VKLEPANJE;;;;MURSKA SOBOTA;OSTALO;2020;POROÈILO;016362001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;LAHKA TELESNA POŠKODBA;NN;NN;NE;BREZ
016370;01.2020;14:00-14:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;124-KMETIJSKO ORODJE STROJI;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;016370001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
016543;01.2020;18:00-18:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/173*/4// - SPOLNI NAPAD NA OSEBO,MLAJŠO OD PETNAJST LET;KD ZOPER SPOLNO NEDOTAKLJIVOST;SPLOŠNA; ; ;NE;DRUGO SPOLNO DEJANJE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;016543001;ŽRTEV;00-07;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
016747;10.2019;14:00-14:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/251*/3/S/ - PONAREJANJE LISTIN;KD ZOPER PRAVNI PROMET;SPLOŠNA; ; ;NE;UPORABA PONAREJENE LISTINE - O;IZDELAVA PONAREJENE LISTINE - O;;247-POGODBE;;;;MURSKA SOBOTA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2020;OVADBA;;;;;;;;;;
016798;01.2020;12:00-12:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NEPLAÈILO(BLAGA, STORITVE, DOLGA...) - O;;;048-DENAR;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;016798001;OVADENI OSUMLJENEC;44-54;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
016809;01.2020;09:00-09:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;121-KLJUÈ;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;016809001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
016903;01.2020;11:00-11:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/135*/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;GROŽNJA Z NAPADOM NA TELO - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2020;OVADBA;016903001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
016922;11.2019;00:00-00:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;KLASIÈNA - O;;;048-DENAR;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;016922001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
