ZaporednaStevilkaKD;MesecStoritve;UraStoritve;DanVTednu;PUStoritveKD;Povratnik;OpisKD;PoglavjeKD;GospodarskiKriminal;OrganiziranKriminal;MladoletniskaKriminaliteta;Poskus;KriminalisticnaOznacba1;KriminalisticnaOznacba2;KriminalisticnaOznacba3;UporabljenoSredstvo1;UporabljenoSredstvo2;UporabljenoSredstvo3;UporabljenoSredstvo4;UpravnaEnotaStoritve;OpisKraja;LetoZakljucnegaDokumenta;VrstaZakljucnegaDokumenta;ZaporednaStevilkaOsebeVKD;VrstaOsebe;StarostniRazred;Spol;Drzavljanstvo;Poskodba;VplivAlkohola;VplivMamil;OrganiziranaZdruzba;Skoda
012394;12.2019;11:00-11:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/247*/1// - UPORABA PONAREJENEGA NEGOTOVINSKEGA PLAÈILNEGA SREDSTVA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;S PRIDOBITVIJO PREKO MEDMREŽJA - O;;;139-KREDITNE KARTICE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;012394001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
012411;12.2019;12:00-12:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NEPLAÈILO(BLAGA, STORITVE, DOLGA...) - O;PREGON NA PREDLOG - O;;048-DENAR;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;012411001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
012420;12.2019;23:00-23:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ;MLADOLETNIŠKA;NE;GROŽNJA Z NAPADOM NA TELO - O;PREGON NA PREDLOG - O;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;012420001;ŽRTEV;14-16;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
012450;12.2019;00:00-00:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;048-DENAR;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;012450001;ŽRTEV;NAD 64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
012455;12.2019;00:00-00:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;BOLEÈE/PONIŽUJOÈE RAVNANJE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;012455001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
012607;12.2019;19:00-19:59;TOREK;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;GROŽNJA Z NAPADOM NA ŽIVLJENJE - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;OSTALO;2020;OVADBA;012607001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
012712;12.2019;02:00-02:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/296*/2// - NASILNIŠTVO;KD ZOPER JAVNI RED IN MIR;SPLOŠNA; ; ;NE;POVZROÈITEV LAHKE TELESNE POŠKODBE - O;DVA ALI VEÈ STORILCEV - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;012712001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;LAHKA TELESNA POŠKODBA;NN;NN;NE;BREZ
012716;12.2019;02:00-02:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/122*/2// - LAHKA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;ZARADI SPORA, PREPIRA;PRIZADETA ZUNANJOST - O;;271-PREDMETI IZ STEKLA;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;012716001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
012751;12.2019;15:00-15:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;GROŽNJA Z NAPADOM NA TELO - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;012751001;ŽRTEV;24-34;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
012836;12.2019;11:00-11:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/211*/1/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;LAŽNIVO PRIKAZOVANJE NA INTERNETU;;;048-DENAR;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;012836001;ŽRTEV;54-64;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
012870;12.2019;20:00-20:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/243*/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;SPRAVLJANJE V OBTOK, UPORABA - O;;;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;POROÈILO;012870001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
012877;12.2019;23:00-23:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/247*/1// - UPORABA PONAREJENEGA NEGOTOVINSKEGA PLAÈILNEGA SREDSTVA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;S PRIDOBITVIJO PREKO MEDMREŽJA - O;;;239-PLAÈILNE KARTICE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;012877001;ŽRTEV;18-24;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
012895;12.2019;09:00-09:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;054-DOKUMENTI IN JAVNE LISTINE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;012895001;ŽRTEV;24-34;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
012980;12.2019;03:00-03:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;012980001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
013010;12.2019;00:00-00:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;GROŽNJA Z NAPADOM NA ŽIVLJENJE - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;013010001;ŽRTEV;24-34;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
013016;12.2019;05:00-05:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;271-PREDMETI IZ STEKLA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;013016001;ŽRTEV;NAD 64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
013059;12.2019;20:00-20:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/122*/1// - LAHKA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;ZAÈASNA OKVARA/OSLABITEV DELA TELESA/ORGANA - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;013059001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
013205;12.2019;13:00-13:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/208*/5/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;NAJDENA STVAR - O;;048-DENAR;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;013205001;ŽRTEV;NAD 64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
013279;12.2019;19:00-19:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/243*/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;SPRAVLJANJE V OBTOK, UPORABA - O;;;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;013279001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
013305;12.2019;11:00-11:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/191*/3// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;SPRAVLJANJE V PODREJENI POLOŽAJ - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;OSTALO;2020;OVADBA;013305001;OVADENI OSUMLJENEC;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
013313;12.2019;10:00-10:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;054-DOKUMENTI IN JAVNE LISTINE;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;013313001;ŽRTEV;NAD 64;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
013382;01.2020;01:00-01:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/299*/3// - PREPREÈITEV URADNEGA DEJANJA ALI MAŠÈEVANJE URADNI OSEBI;KD ZOPER JAVNI RED IN MIR;SPLOŠNA; ; ;NE;S PRIZADEJANJEM LAHKE TELESNE POŠKODBE - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;OSTALO;2020;OVADBA;013382001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
013402;01.2020;05:00-05:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;POŠKODOVANJE STVARI - O;PREGON NA PREDLOG - O;;267-PREDMETI IZ KOVINE;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;013402001;OVADENI OSUMLJENEC;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
013410;12.2019;23:00-23:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/208*/5/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NAJDENA STVAR - O;PREGON NA PREDLOG - O;;048-DENAR;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;013410001;ŽRTEV;18-24;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
013473;01.2020;23:00-23:59;SREDA;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;GROŽNJA Z NAPADOM NA ŽIVLJENJE - O;PREGON NA PREDLOG - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;013473001;OSTALO;54-64;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
013479;12.2019;15:00-15:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;092-HRANA;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;013479001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
013553;01.2020;04:00-04:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;POŠKODOVANJE STVARI - O;;271-PREDMETI IZ STEKLA;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;OVADBA;013553001;OVADENI OSUMLJENEC;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
013557;12.2019;16:00-16:59;TOREK;PU MURSKA SOBOTA;NE;KZ15/135+/2// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;GROŽNJA Z NAPADOM NA ŽIVLJENJE - O;PREGON NA PREDLOG - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;013557001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
013579;12.2019;13:00-13:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/208*/5/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;NAJDENA STVAR - O;;048-DENAR;;;;MURSKA SOBOTA;PROSTOR ZA DENARNO-FINANÈNE STORITVE;2020;POROÈILO;013579001;NEOVADENI OSUMLJENEC (ARHIV);44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
013583;01.2020;18:00-18:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/192*/1// - ZANEMARJANJE MLADOLETNE OSEBE IN SUROVO RAVNANJE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;FIZIÈNO NASILJE(SUROVO RAVNANJE) - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;013583001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
013617;10.2019;02:00-02:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/122*/1// - LAHKA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;013617001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;LAHKA TELESNA POŠKODBA;NN;NN;NE;BREZ
013624;12.2019;16:00-16:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NARAVNE DOBRINE - SUROVINE;;;345-SUROVINE;;;;MURSKA SOBOTA;NARAVNA POVRŠINA;2020;POROÈILO;013624001;ŽRTEV;NAD 64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;1.000 - 10.000 EUR
013706;01.2020;16:00-16:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/208*/5/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NAJDENA STVAR - O;PREGON NA PREDLOG - O;;048-DENAR;;;;MURSKA SOBOTA;PRODAJNI PROSTOR;2020;POROÈILO;013706001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
013716;01.2020;08:00-08:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;129-KOLO;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;013716001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
013808;01.2020;06:00-06:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;Z VLOMOM- O;Z LOMLJENJEM KLJUÈAVNICE;;048-DENAR;002-ALKOHOLNA PIJAÈA;361-TOBAÈNI IZDELKI IN PROIZVODI;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;013808001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
013809;11.2019;00:00-00:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/122*/1// - LAHKA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;ZAÈASNO ZMANJŠANA ZMOŽNOST ZA DELO - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;POROÈILO;013809001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
013918;10.2018;18:00-18:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/236*/1// - IZDAJA IN NEUPRAVIÈENA PRIDOBITEV POSLOVNE SKRIVNOSTI;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;SPOROÈANJE PODATKOV - O;;;053-DOKUMENTI;;;;MURSKA SOBOTA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2020;OVADBA;013918001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
014027;01.2020;16:00-16:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;NARAVNE DOBRINE - SUROVINE;;268-PREDMETI IZ LESA;;;;MURSKA SOBOTA;NARAVNA POVRŠINA;2020;OVADBA;014027001;ŽRTEV;NAD 64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
014057;01.2020;16:00-16:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/243*/1// - PONAREJANJE DENARJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;IZDELAVA PONAREJENEGA DENARJA - O;SPRAVLJANJE V OBTOK, UPORABA - O;;049-DENAR DOMAÈI;;;;MURSKA SOBOTA;PROSTOR ZA DENARNO-FINANÈNE STORITVE;2020;POROÈILO;014057001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
014068;01.2020;20:00-20:59;PONEDELJEK;PU MURSKA SOBOTA;DA;KZ12/296*/2// - NASILNIŠTVO;KD ZOPER JAVNI RED IN MIR;SPLOŠNA; ; ;NE;DVA ALI VEÈ STORILCEV - O;Z NASILJEM - O;;268-PREDMETI IZ LESA;;;;MURSKA SOBOTA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;014068001;OVADENI OSUMLJENEC;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
014071;01.2020;20:00-20:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;UNIÈENJE STVARI - O;;431-DELI VOZILA;;;;MURSKA SOBOTA;OBMOÈJE PROMETA;2020;OVADBA;014071001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
014152;12.2019;10:00-10:59;PETEK;PU MURSKA SOBOTA;DA;KZ12/251*/1/S/ - PONAREJANJE LISTIN;KD ZOPER PRAVNI PROMET;SPLOŠNA; ; ;NE;IZDELAVA PONAREJENE LISTINE - O;;;053-DOKUMENTI;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;014152001;OSTALO;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
014161;01.2020;09:00-09:59;TOREK;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;GROŽNJA Z NAPADOM NA TELO - O;;235-PISMO;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;014161001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
014278;01.2020;09:00-09:59;SREDA;PU MURSKA SOBOTA;NE;KZ15/135+/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;GROŽNJA Z NAPADOM NA ŽIVLJENJE - O;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;014278001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
014313;01.2020;00:00-00:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/194*/1// - NEPLAÈEVANJE PREŽIVNINE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;IZMIKANJE DAJANJA PREŽIVNINE;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;014313001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
014352;12.2019;00:00-00:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/251*/1/G/ - PONAREJANJE LISTIN;KD ZOPER PRAVNI PROMET;GOSPODARSKA; ; ;NE;IZDELAVA PONAREJENE LISTINE - O;;;053-DOKUMENTI;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;014352001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
014356;01.2020;00:00-00:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/194*/1// - NEPLAÈEVANJE PREŽIVNINE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;IZMIKANJE DAJANJA PREŽIVNINE;;;199-NI PREDMETA;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;014356001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
014380;01.2020;10:00-10:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;129-KOLO;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;014380001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
014411;12.2019;23:00-23:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/209*/1// - PONEVERBA IN NEUPRAVIÈENA UPORABA TUJEGA PREMOŽENJA;KD ZOPER PREMOŽENJE;GOSPODARSKA; ; ;NE;NEUPRAVIÈENA UPORABA ZAUPANE STVARI - O;;;048-DENAR;;;;MURSKA SOBOTA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;014411001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
014483;01.2020;07:00-07:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;182-NAFTA;;;;MURSKA SOBOTA;OSTALO;2020;OVADBA;014483001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;100 - 1.000 EUR
